,index,dataset,start_age,end_age,sex,tissue,subtissue,cell_ontology_class,gene,fold_change_log2,expression_at_start_age,expression_at_end_age,expression_max_std_dev,p_value
80418,13606,facs,3m,24m,male,Trachea,,fibroblast,Epb4.1l2,-1.1700063943862915,0.00017298344755545259,7.687719335081056e-05,0.0001665371237322688,2.125687985248736e-11
72798,1607,droplet,3m,18m,female,Spleen,,T cell,Ptpn7,1.170002818107605,5.981852154945955e-05,0.00013459892943501472,0.00022295919188763946,2.4612256393183097e-08
112350,7275,facs,3m,18m,male,Large_Intestine,Proximal,,Ndufb11,1.1700011491775513,9.316438081441447e-05,0.00020963091810699552,0.0002741791249718517,8.310552083263298e-20
58313,5280,droplet,24m,30m,male,Liver,,,Cd47,1.1699745655059814,0.00015341982361860573,0.0003452064411249012,0.00021785541321150959,1.5824156408119654e-15
70589,933,droplet,24m,30m,male,,,,Tubb6,-1.1699683666229248,8.535266533726826e-05,3.7933376006549224e-05,0.0002507562458049506,5.963196223608727e-157
43846,5689,droplet,3m,18m,male,Lung,,,Tcta,-1.169959306716919,4.2099825805053115e-05,1.871058702818118e-05,0.0001087222044588998,1.983163301513484e-11
82583,2480,facs,18m,24m,male,Tongue,,keratinocyte,Uqcrb,-1.1699559688568115,0.00015371618792414665,6.831684004282579e-05,0.00012370508920866996,3.0931016288000633e-06
115416,13607,facs,3m,24m,male,Large_Intestine,Proximal,intestinal crypt stem cell,Srsf1,-1.1699516773223877,0.00013644684804603457,6.064192348276265e-05,0.00011696742876665667,2.5763776764626253e-08
58314,5281,droplet,24m,30m,male,Liver,,,Grn,1.1699466705322266,0.0004641717532649636,0.0010444021318107843,0.0007522916421294212,2.5286096189848063e-12
63809,1539,droplet,3m,18m,male,,,,Jmjd1c,-1.1699268817901611,7.25565041648224e-05,3.224729516659863e-05,0.00017077264783438295,3.5407317617919263e-130
6051,13343,facs,3m,24m,male,Bladder,,,Elof1,1.1699107885360718,2.6747504307422787e-05,6.018129352014512e-05,8.482363045914099e-05,2.252978287085815e-09
71822,2335,droplet,3m,21m,female,Spleen,,B cell,Ptpn1,1.169905424118042,0.00012757265358231962,0.00028703457792289555,0.0002984236634802073,3.902611595114771e-167
117419,7835,facs,3m,18m,male,Heart,RV,fibroblast of cardiac tissue,S100a6,-1.1699042320251465,0.0010004154173657298,0.00044463545782491565,0.0006406528409570456,1.2031746908465656e-07
45552,1208,droplet,18m,21m,female,Fat,,,Prrx1,1.1698981523513794,4.227754470775835e-05,9.512270480627194e-05,0.00018721952801570296,2.974555790211241e-07
27030,12385,facs,3m,18m,female,Lung,,,D8Ertd738e,-1.1698806285858154,0.0002130132052116096,9.467545169172809e-05,0.00034814438549801707,5.577958399064866e-12
35445,9821,facs,3m,24m,male,Skin,,,Spag7,1.1698739528656006,0.00012949728989042342,0.0002913585922215134,0.0004913624725304544,4.521089654171515e-20
38784,2318,facs,18m,24m,male,Lung,,,Bag3,-1.1698682308197021,0.00014680491585750133,6.524919444927946e-05,0.00028244499117136,3.5721191739238257e-10
94965,7836,facs,3m,18m,male,SCAT,Fat,mesenchymal stem cell of adipose,Rlim,-1.1698627471923828,6.54643663438037e-05,2.909652903326787e-05,8.009936573216692e-05,2.4766265930830253e-06
109554,7276,facs,3m,18m,male,Heart,LA,,Lama4,-1.169838309288025,0.00023511479957960546,0.00010450174886500463,0.0003185510286130011,5.744225705966629e-07
72217,1144,droplet,18m,21m,female,Spleen,,B cell,Tifa,-1.1698310375213623,2.2990949219092727e-05,1.0218865099886898e-05,8.847902063280344e-05,1.2375378351715849e-06
27031,12386,facs,3m,18m,male,Brain_Non-Myeloid,,,5730403B10Rik,-1.169825792312622,0.00022077737958170474,9.813003271119669e-05,0.0003306700964458287,6.672062912497171e-21
2473,7277,facs,3m,18m,male,Tongue,,,Rcor1,-1.1698215007781982,6.339007813949138e-05,2.8175387342344038e-05,7.660986739210784e-05,1.1331559748886665e-12
63810,1540,droplet,3m,18m,male,,,,Lyn,1.1698085069656372,3.7294463254511356e-05,8.390576840611175e-05,0.000165921839652583,3.764284873914109e-159
15705,4555,droplet,3m,24m,male,Bladder,,,Lifr,-1.1698015928268433,2.528406730561983e-05,1.1238324987061787e-05,6.792603380745277e-05,8.03688588334994e-07
27032,12388,facs,3m,18m,male,Lung,,,Fam89b,1.169784665107727,6.0372574807843193e-05,0.00013582507381215692,0.0002583894820418209,5.136312879804306e-10
52457,6766,droplet,3m,30m,male,Kidney,,,Per1,-1.1697776317596436,4.3284453568048775e-05,1.9239498215029016e-05,9.908424544846639e-05,2.0798939496001913e-09
91999,13344,facs,3m,24m,male,Pancreas,Endocrine,,Pycr2,1.1697766780853271,0.00015152482956182212,0.00034089581458829343,0.0005022230325266719,9.417648498677595e-13
103193,7278,facs,3m,18m,female,Marrow,KLS,,Rbm6,1.1697657108306885,2.4256229153252207e-05,5.4570493375649676e-05,8.541948773199692e-05,3.658025758300703e-06
92705,7837,facs,3m,18m,male,Pancreas,Endocrine,pancreatic B cell,Bccip,1.1697490215301514,3.9238315366674215e-05,8.827543933875859e-05,7.969392027007416e-05,5.033935169712487e-09
116326,2028,facs,18m,24m,male,Heart,RA,,Rab14,-1.169728398323059,0.000272369128651917,0.00012106943904655054,0.00029136714874766767,2.463693538726839e-08
59988,1072,facs,3m,18m,male,,,,Ganab,-1.1697152853012085,7.040296623017639e-05,3.1294755899580196e-05,0.00019050712580792606,4.403868726512005e-85
92228,2029,facs,18m,24m,male,Pancreas,Endocrine,,Mrpl54,-1.169700026512146,4.3191335862502456e-05,1.9199142116121948e-05,5.053061977378093e-05,1.4712699307533174e-06
110865,7838,facs,3m,18m,male,Diaphragm,Limb_Muscle,skeletal muscle satellite cell,Rpl13a,1.1696932315826416,0.0007298631826415658,0.0016419283347204328,0.0012032402446493506,2.174161863607707e-07
10631,1511,droplet,3m,21m,female,Spleen,,,Aff4,-1.1696721315383911,5.028872692491859e-05,2.2354461179929785e-05,0.000119308169814758,1.34812918178581e-30
6052,13345,facs,3m,24m,male,Tongue,,,Pygo2,-1.1696721315383911,2.4627270249766298e-05,1.0947372174996417e-05,4.653911673813127e-05,2.549597865681915e-06
27033,12389,facs,3m,18m,male,Skin,,,Nenf,1.1696703433990479,0.00011171108781127259,0.00025130558060482144,0.0003706837596837431,9.442146253345303e-10
8737,958,droplet,3m,18m,female,Mammary_Gland,,,D14Ertd449e,1.1696349382400513,4.681780410464853e-05,0.00010531888983678073,0.00017235954874195158,2.6662285687516842e-52
27034,12390,facs,3m,18m,male,GAT,,,Copa,-1.1696230173110962,0.00014011398889124393,6.228592246770859e-05,0.0001907281985040754,6.472493667485347e-09
16805,781,droplet,18m,21m,female,Spleen,,,Lnpep,-1.1696209907531738,2.622420470288489e-05,1.1657658433250617e-05,8.02758295321837e-05,5.6185080078756475e-15
35446,9823,facs,3m,24m,male,Marrow,,,Zeb2,-1.1696208715438843,5.154638711246662e-05,2.2914333385415375e-05,0.0001609955943422392,1.3906703423765358e-09
52458,6767,droplet,3m,30m,male,Lung,,,Cetn3,-1.1696170568466187,0.00015883013838902116,7.060624193400145e-05,0.00020778730686288327,1.5289989251954574e-73
6053,13346,facs,3m,24m,male,Bladder,,,Rnf2,-1.1696053743362427,3.3966418413911015e-05,1.5099529264261946e-05,5.84159824938979e-05,7.562560254393295e-06
76574,907,droplet,3m,24m,male,Tongue,,basal cell of epidermis,Serpinb1a,1.169586181640625,1.341230654361425e-05,3.0170604077284224e-05,7.529873983003199e-05,1.8713297341067688e-09
63811,1541,droplet,3m,18m,male,,,,Cd97,1.1695809364318848,3.8897156628081575e-05,8.749773405725136e-05,0.0002136775729013607,1.1190591361049267e-133
103194,7280,facs,3m,18m,female,Marrow,KLS,,Cox7a2,-1.1695780754089355,0.00011579989950405434,5.147900083102286e-05,0.00011544485460035503,1.0033240068142631e-24
114578,13608,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Mosc2,1.1695679426193237,0.00013818239676766098,0.00031083347857929766,0.0003146890376228839,5.060576856811732e-21
43847,5691,droplet,3m,18m,male,Lung,,,Lactb,1.169533133506775,1.4008650396135636e-05,3.151090641040355e-05,8.27307376312092e-05,4.870611370155598e-10
27035,12391,facs,3m,18m,male,Brain_Myeloid,,,Ppp6r1,-1.1695083379745483,7.093341264408082e-05,3.1535066227661446e-05,0.00020702042093034834,5.218484963290039e-06
59989,1073,facs,3m,18m,male,,,,Tmem167b,-1.1694906949996948,3.0928178603062406e-05,1.3749994650424924e-05,0.00011627576895989478,9.740689073173439e-30
35447,9825,facs,3m,24m,male,Diaphragm,,,Rps15,1.1694891452789307,0.00028162592207081616,0.0006334668723866343,0.0012498553842306137,8.300598085614427e-08
105012,13348,facs,3m,24m,male,Marrow,KLS,,Kcnk12,-1.1694852113723755,3.918179572792724e-05,1.7419439245713875e-05,6.398261757567525e-05,2.175628529293576e-09
35448,9826,facs,3m,24m,male,Brain_Myeloid,,,Mtpn,-1.1694841384887695,0.00012902950402349234,5.736397361033596e-05,0.00025783429737202823,1.5419782822710662e-24
10632,1512,droplet,3m,21m,female,Mammary_Gland,,,Ston2,1.169479250907898,7.620871656399686e-06,1.7141665011877194e-05,5.5823009461164474e-05,7.710174246134956e-07
43848,5692,droplet,3m,18m,male,Lung,,,Plekhf2,1.1694707870483398,3.178432598360814e-05,7.149222074076533e-05,0.00012764583516400307,9.471614332317104e-31
35449,9827,facs,3m,24m,male,Pancreas,,,Ins1,1.1694703102111816,0.016679050400853157,0.037516038864851,0.05310622975230217,1.6360446470753578e-16
82584,2481,facs,18m,24m,male,Tongue,,keratinocyte,Ubb,-1.169467568397522,0.002558669541031122,0.0011375470785424113,0.0015123385237529874,2.3842133332962446e-15
97825,2030,facs,18m,24m,male,Marrow,Granulocytes,,Rpl37,1.1694602966308594,4.235070082359016e-05,9.525839413981885e-05,0.00015141369658522308,2.2835517560239718e-20
16806,782,droplet,18m,21m,female,Marrow,,,Ube2s,-1.1694591045379639,0.0005556403775699437,0.00024703104281798005,0.0007294606184586883,8.33826244903771e-96
64436,337,droplet,3m,21m,female,,,,Slco3a1,1.1694514751434326,2.278293322888203e-05,5.124478047946468e-05,0.00012706394772976637,3.8405895314011647e-100
2474,7281,facs,3m,18m,male,Spleen,,,Gimap7,1.1694291830062866,0.00012161137419752777,0.0002735315647441894,0.0004402829799801111,1.1356210356224003e-09
27036,12393,facs,3m,18m,female,Pancreas,,,Lyrm4,-1.1694257259368896,5.925565346842632e-05,2.6344960133428685e-05,7.765771442791447e-05,9.800419655899237e-12
10633,1513,droplet,3m,21m,female,Mammary_Gland,,,Osr1,1.1694146394729614,1.2821468772017397e-05,2.88380997517379e-05,0.00010958496568491682,3.364265364505007e-09
35450,9828,facs,3m,24m,male,Thymus,,,Atp5g2,1.169387698173523,4.5781391236232594e-05,0.00010296977416146547,0.00013947136176284403,3.758014807758843e-20
2475,7282,facs,3m,18m,male,Tongue,,,Ubr2,-1.1693551540374756,4.644265936804004e-05,2.064933505607769e-05,7.303551683435217e-05,1.2776783764906258e-06
6054,13349,facs,3m,24m,male,Tongue,,,Rasa1,-1.1693516969680786,4.615056241163984e-05,2.0519511963357218e-05,6.699988443870097e-05,7.41111597809905e-15
120726,13350,facs,3m,24m,male,Marrow,T-cells,,Crip1,1.1693379878997803,0.00022781224106438458,0.0005123690352775156,0.0013314206153154373,1.4889330840918065e-06
63812,1542,droplet,3m,18m,male,,,,Clip4,-1.1693254709243774,1.9756740584853105e-05,8.784423698671162e-06,5.947565659880638e-05,1.2216425980921601e-17
114579,13609,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Glrx5,1.169320821762085,0.00011180072760907933,0.0002514463267289102,0.0002692806301638484,3.5115706124641396e-19
7623,2031,facs,18m,24m,male,Spleen,,,Chchd10,-1.1692962646484375,0.0003193592419847846,0.00014199932047631592,0.0005333252483978868,1.2185968818797248e-09
58315,5282,droplet,24m,30m,male,Kidney,,,Tm2d1,1.169295310974121,4.205423465464264e-05,9.458074055146426e-05,0.00013835437130182981,3.8662148115019656e-94
82678,908,droplet,3m,24m,male,Tongue,,keratinocyte,Wfdc5,1.1692862510681152,2.4925777324824594e-05,5.6058179325191304e-05,0.00014340294001158327,1.270479613560564e-16
6055,13352,facs,3m,24m,male,Tongue,,,Blzf1,-1.1692856550216675,3.801511775236577e-05,1.6903095456655137e-05,6.905128975631669e-05,5.87475947101262e-09
113042,13351,facs,3m,24m,male,Large_Intestine,Proximal,,Manf,1.1692856550216675,4.1968418372562155e-05,9.4387105491478e-05,0.00015632057329639792,1.1922149581275733e-18
35451,9831,facs,3m,24m,male,GAT,,,Gm1821,1.1692801713943481,0.00014370994176715612,0.00032320289756171405,0.00022484090004581958,1.1745038410004564e-122
94966,7839,facs,3m,18m,male,MAT,Fat,mesenchymal stem cell of adipose,Xbp1,1.169271469116211,0.00031807413324713707,0.0007153426995500922,0.0004301727458368987,4.827325195354254e-32
15706,4556,droplet,3m,24m,male,Kidney,,,Glud1,-1.169253945350647,0.00021114623814355582,9.38864322961308e-05,0.00022620658273808658,3.9061532385856086e-59
109030,2482,facs,18m,24m,male,Marrow,KLS,hematopoietic stem cell,BC028528,1.1692514419555664,3.795756128965877e-05,8.536464883945882e-05,0.00015508000797126442,2.4026586710221052e-12
43849,5693,droplet,3m,18m,female,Liver,,,Ddt,-1.1692482233047485,0.0008127108449116349,0.00036137428833171725,0.0005611389060504735,6.498425554458001e-42
86552,7283,facs,3m,18m,male,Marrow,B-cells,,Prpf40a,-1.1692049503326416,0.00022080019698478281,9.81824123300612e-05,0.00035426911199465394,6.597738111006241e-11
94967,7840,facs,3m,18m,male,MAT,Fat,mesenchymal stem cell of adipose,Eif3g,1.1692043542861938,7.457441097358242e-05,0.00016770862566772848,0.00016359714209102094,2.2438101970407092e-09
43850,5694,droplet,3m,18m,female,Liver,,,Cml1,-1.1691913604736328,0.0003547938249539584,0.00015776634973008186,0.00031854151166044176,3.093606479075685e-24
44794,1707,droplet,3m,21m,female,Liver,,,Rps18,1.169187307357788,0.0009758177329786122,0.002194467466324568,0.0023752988781780005,1.0949619254485808e-16
58316,5283,droplet,24m,30m,male,Spleen,,,Gzmm,1.1691668033599854,1.6323241652571596e-05,3.670800288091414e-05,0.00019059516489505768,8.426254960156683e-08
88193,13610,facs,3m,24m,male,Brain_Myeloid,Cerebellum,microglial cell,Srgap2,-1.169154405593872,0.00032341774203814566,0.0001438180188415572,0.0004226976598147303,2.9356725298907753e-09
114580,13611,facs,3m,24m,male,Large_Intestine,Proximal,enterocyte of epithelium of large intestine,Dctn3,1.1691467761993408,8.241916657425463e-05,0.00018534311675466597,0.0001924588141264394,2.12264666117247e-20
110102,7841,facs,3m,18m,female,Heart,LA,fibroblast of cardiac tissue,Ehd2,-1.1691383123397827,0.00028242976986803114,0.0001255928073078394,0.00038210529601201415,6.121237627567226e-10
10634,1514,droplet,3m,21m,female,Mammary_Gland,,,Fbxo18,1.1691343784332275,7.103783445927547e-06,1.5974756024661474e-05,5.0461185310268775e-05,4.257714851934019e-06
110232,13612,facs,3m,24m,male,Heart,LA,fibroblast of cardiac tissue,Dhrs3,1.1691327095031738,0.00036799037479795516,0.0008275237632915378,0.0009919266449287534,1.4151572920035336e-09
38785,2320,facs,18m,24m,male,GAT,,,Dynll1,-1.1691315174102783,0.0005641762400045991,0.00025088293477892876,0.0005187435890547931,2.055461338251951e-13
71823,2336,droplet,3m,21m,female,Spleen,,B cell,Lat2,1.1691226959228516,0.0001403293281327933,0.00031556544126942754,0.0003452222445048392,8.218583557725616e-157
74602,7842,facs,3m,18m,male,Tongue,,basal cell of epidermis,Prrc2c,-1.169119119644165,0.00020757799211423844,9.230843716068193e-05,0.00016327598132193089,5.228041390643865e-25
2476,7284,facs,3m,18m,male,Tongue,,,Sdhc,1.1691147089004517,7.948574784677476e-05,0.00017874251352623105,0.0002014052588492632,5.413293364556401e-13
103195,7285,facs,3m,18m,female,Marrow,KLS,,Sf3b2,1.1691049337387085,0.0001340075978077948,0.0003013457462657243,0.00020232656970620155,9.196927478785375e-53
112351,7286,facs,3m,18m,female,Large_Intestine,Proximal,,Fam173a,1.1691007614135742,7.919583731563762e-05,0.00017808887059800327,0.0003540005418471992,1.1266342237244568e-06
91106,13613,facs,3m,24m,male,Large_Intestine,Distal,secretory cell,Pdzk1ip1,-1.1690994501113892,7.646199082955718e-05,3.4002558095380664e-05,7.073886081343517e-05,5.6975552129002916e-08
110273,2483,facs,18m,24m,male,Heart,LA,fibroblast of cardiac tissue,Calr,-1.169098138809204,0.0012591439299285412,0.0005599403521046042,0.0008579078130424023,2.393569490361878e-07
85039,2337,droplet,3m,21m,female,Marrow,,promonocyte,Mycbp2,-1.1690908670425415,8.907394658308476e-05,3.961131733376533e-05,7.7822245657444e-05,1.8577702964164439e-09
35452,9832,facs,3m,24m,male,Skin,,,Mthfd1,-1.1690802574157715,5.853844413650222e-05,2.603232132969424e-05,0.0001346881326753646,3.091975026917958e-07
7624,2033,facs,18m,24m,male,Trachea,,,Igfbp4,1.1690768003463745,0.0005330467829480767,0.00119865033775568,0.002017417224124074,2.027061610714931e-08
77354,909,droplet,3m,24m,male,Bladder,,bladder cell,Lepre1,-1.1690672636032104,6.014995597070083e-05,2.6749210519483313e-05,9.31350004975684e-05,1.7308516386832907e-10
120727,13354,facs,3m,24m,male,Marrow,T-cells,,H2-DMa,1.1690576076507568,0.0004027566756121814,0.0009056578855961561,0.0015207154210656881,3.126971318970926e-17
43851,5695,droplet,3m,18m,female,Liver,,,Nfib,-1.1690456867218018,0.0001497617195127532,6.660134386038408e-05,0.00019474384316708893,2.8835772131131598e-11
94968,7843,facs,3m,18m,female,SCAT,Fat,mesenchymal stem cell of adipose,Col6a2,1.169040560722351,0.0005882552359253168,0.0013227630406618118,0.0015275143086910248,1.474660464402904e-06
27037,12396,facs,3m,18m,female,Lung,,,Rbx1,-1.1690367460250854,0.0002082047431031242,9.259243233827874e-05,0.0003317711816634983,1.891977703764748e-13
35453,9833,facs,3m,24m,male,Brain_Myeloid,,,Gaa,-1.1690342426300049,0.00022534342133440077,0.00010021448542829603,0.0004620954568963498,1.4523982152106982e-24
66337,1859,droplet,3m,24m,male,,,,F3,-1.169022798538208,0.00013849222159478813,6.159060285426676e-05,0.00039742214721627533,4.841616002612738e-124
35454,9834,facs,3m,24m,male,Heart,,,Lama4,-1.1690185070037842,0.00021715598995797336,9.657443297328427e-05,0.00041585194412618876,2.450793750271221e-20
66338,1860,droplet,3m,24m,male,,,,Lyn,1.1690115928649902,3.7294463254511356e-05,8.385942783206701e-05,0.00017144523735623807,8.011865295911925e-187
52459,6768,droplet,3m,30m,male,Kidney,,,Ehd4,-1.1690086126327515,0.0002434470079606399,0.00010826742072822526,0.000546586059499532,2.5324348804596816e-11
90026,13355,facs,3m,24m,male,Large_Intestine,Distal,,Slc44a1,-1.16898775100708,7.706354517722502e-05,3.427272167755291e-05,0.0001438140607206151,6.056761856211134e-07
35455,9835,facs,3m,24m,male,Heart,,,Klf10,-1.1689754724502563,5.994153980282135e-05,2.6658221031539142e-05,0.00017314030264969915,8.251421755193882e-08
27038,12397,facs,3m,18m,male,MAT,,,Col5a2,-1.1689752340316772,0.00012861264985986054,5.719882028643042e-05,0.00021499056310858577,4.540200787860049e-07
43852,5696,droplet,3m,18m,male,Bladder,,,Txndc15,-1.1689636707305908,6.143984501250088e-05,2.732479879341554e-05,8.943551074480638e-05,1.580409925054306e-33
43853,5697,droplet,3m,18m,male,Lung,,,Gmip,1.1689600944519043,1.1883335901075043e-05,2.6719628294813447e-05,7.566911517642438e-05,4.855887435743889e-07
95633,13614,facs,3m,24m,male,GAT,Fat,mesenchymal stem cell of adipose,Cd34,-1.1689563989639282,0.0012657069601118565,0.0005629142397083342,0.0009175841696560383,2.5925765504446866e-34
83184,2338,droplet,3m,21m,female,Mammary_Gland,,luminal epithelial cell of mammary gland,Cadm4,-1.1689467430114746,5.209050141274929e-05,2.3167036488302983e-05,8.012243779376149e-05,1.9261813215644553e-06
69351,2364,droplet,3m,30m,male,,,,2610019E17Rik,-1.1689434051513672,1.559154043206945e-05,6.934290013305144e-06,5.7886609283741564e-05,2.548326688121883e-10
43854,5698,droplet,3m,18m,female,Limb_Muscle,,,A730098P11Rik,1.168931007385254,5.505670196725987e-05,0.00012379225518088788,0.00018527620704844594,2.5766762594023974e-30
27039,12398,facs,3m,18m,female,Thymus,,,Rpn2,-1.168927550315857,0.00035991723416373134,0.000160073846927844,0.0005941012059338391,1.7848695408791371e-09
113043,13356,facs,3m,24m,male,Large_Intestine,Proximal,,BC003266,1.1689236164093018,1.88171961781336e-05,4.230931881465949e-05,0.00010380266030551866,5.598385294161141e-06
78414,13615,facs,3m,24m,male,Bladder,,bladder urothelial cell,Apc,-1.168917179107666,8.345176320290193e-05,3.711559111252427e-05,8.566873293602839e-05,5.656390487839236e-13
112352,7288,facs,3m,18m,male,Large_Intestine,Proximal,,Fam98c,1.1689026355743408,6.266596028581262e-05,0.00014089852629695088,0.00020578659314196557,3.028987135100729e-14
27040,12399,facs,3m,18m,male,MAT,,,Timp2,-1.1688787937164307,0.0012927917996421456,0.0005749909905716777,0.0012848026817664504,2.3655774363817305e-27
108508,13616,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Rdh13,1.168877124786377,5.394652907853015e-05,0.00012129155948059633,0.00020957959350198507,2.0312957191822007e-14
63813,1543,droplet,3m,18m,male,,,,Rev3l,-1.1688727140426636,1.7481946997577325e-05,7.775423000566661e-06,6.425871833926067e-05,8.214025363228056e-13
85622,13357,facs,3m,24m,male,Skin,Anagen,,Serp1,-1.1688669919967651,0.00011707626981660724,5.207206777413376e-05,0.00016044866060838103,9.752843412570364e-08
91264,2484,facs,18m,24m,male,Large_Intestine,Distal,secretory cell,Rpl36al,-1.1688581705093384,0.0001548734144307673,6.888354982947931e-05,5.6977740314323455e-05,2.3892714482331614e-18
58317,5284,droplet,24m,30m,male,Kidney,,,Il1b,1.168851375579834,5.634889384964481e-05,0.000126690705656074,0.0006776551599614322,5.306737662977114e-07
78415,13617,facs,3m,24m,male,Bladder,,bladder urothelial cell,Cyp1b1,-1.168849229812622,6.985093205003068e-05,3.10680152324494e-05,9.602812497178093e-05,7.615606233489747e-06
43855,5699,droplet,3m,18m,male,Lung,,,Nfic,-1.168840765953064,0.0001747554197208956,7.772746903356165e-05,0.00024015872622840106,2.807599716653174e-55
6056,13358,facs,3m,24m,male,Bladder,,,Pam,-1.1688050031661987,0.00012439819693099707,5.533102739718743e-05,0.00017448233847972006,6.643100764957933e-11
27041,12400,facs,3m,18m,male,Skin,,,Wls,-1.1687743663787842,0.00014476593059953302,6.439174467232078e-05,0.0002121812867699191,2.643666753759081e-13
6057,13359,facs,3m,24m,male,Tongue,,,Slc22a23,-1.1687690019607544,3.655345062725246e-05,1.6258998584817164e-05,6.342930282698944e-05,4.5389840988572123e-10
27042,12401,facs,3m,18m,male,Lung,,,Rnase4,-1.1687579154968262,0.0004446107195690274,0.00019776468980126083,0.0007963339448906481,3.511680756662274e-07
97826,2034,facs,18m,24m,male,Marrow,Granulocytes,,Rplp2,1.1687510013580322,5.971436621621251e-05,0.00013424803910311311,0.00019911133858840913,1.6617813874419245e-17
52460,6769,droplet,3m,30m,male,Liver,,,Frg1,1.168749213218689,3.8032660086173564e-05,8.550377242499962e-05,9.955218411050737e-05,4.504667250534944e-15
76471,2485,facs,18m,24m,male,Tongue,,basal cell of epidermis,Chchd2,-1.1687208414077759,0.0007080026553012431,0.0003149305994156748,0.0006890874938108027,1.2945262364615532e-11
103196,7290,facs,3m,18m,male,Marrow,KLS,,1190005F20Rik,-1.1687126159667969,4.252804137649946e-05,1.891724059532862e-05,8.220254676416516e-05,8.573808920823072e-07
112353,7291,facs,3m,18m,female,Large_Intestine,Proximal,,Carhsp1,1.1686980724334717,0.00011637358693405986,0.0002616179990582168,0.0004975265474058688,5.9224151225178183e-08
7625,2035,facs,18m,24m,male,Tongue,,,Rpl35a,-1.1686952114105225,0.0001986485003726557,8.836351480567828e-05,0.00021717598428949714,9.763486207811151e-14
61597,1013,facs,3m,24m,male,,,,Krt13,1.1686753034591675,0.00021648951224051416,0.0004866796371061355,0.004251610953360796,6.3757498124361e-17
15707,4557,droplet,3m,24m,male,Kidney,,,Uap1l1,-1.168652892112732,6.103622581576928e-05,2.7151139875059016e-05,0.00013720380957238376,1.3840520307559202e-10
108509,13618,facs,3m,24m,male,Marrow,KLS,hematopoietic stem cell,Cul1,-1.1686484813690186,0.00013071247667539865,5.814585892949253e-05,0.00016193880583159626,2.5964697942203868e-24
27043,12402,facs,3m,18m,male,Marrow,,,Mtap4,-1.168648362159729,6.498125003417954e-05,2.8906120860483497e-05,0.00018281329539604485,5.791714100639956e-12
97333,7292,facs,3m,18m,male,Marrow,Granulocytes,,Glud1,-1.1686471700668335,0.00018015032401308417,8.013776096049696e-05,0.00029656593687832355,6.354000239164319e-10
69352,2365,droplet,3m,30m,male,,,,Cd48,1.168615460395813,3.8853711885167286e-05,8.734154107514769e-05,0.00017689078231342137,1.09717543115008e-200
115417,13619,facs,3m,24m,male,Large_Intestine,Proximal,intestinal crypt stem cell,Uba1,-1.1685943603515625,0.00019319771672599018,8.594488463131711e-05,0.00013951156870462,1.7887342897673802e-09
43856,5700,droplet,3m,18m,male,Lung,,,Ctsc,1.1685861349105835,9.584363579051569e-05,0.00021544814808294177,0.00032635737443342805,7.358741107532904e-49
27044,12403,facs,3m,18m,male,Aorta,,,Ppib,1.1685798168182373,0.00021167940576560795,0.00047583479317836463,0.00037796131800860167,4.103030603126393e-10
69353,2366,droplet,3m,30m,male,,,,Eng,1.1685738563537598,5.245397915132344e-05,0.00011791097495006397,0.00042548932833597064,1.0945809193698473e-134
15708,4558,droplet,3m,24m,male,Kidney,,,Rassf1,-1.1685653924942017,4.901502325083129e-05,2.1804993593832478e-05,0.00011319405894028023,2.1018128864961023e-09
63814,1544,droplet,3m,18m,male,,,,Ppfibp2,-1.168565273284912,3.188645496265963e-05,1.4185119653120637e-05,7.761126471450552e-05,1.2901121445415554e-45
120728,13360,facs,3m,24m,male,Marrow,T-cells,,Ywhaz,-1.1685560941696167,0.0007533516036346555,0.00033514079404994845,0.0004891427233815193,1.015463185367528e-68
75848,13620,facs,3m,24m,male,Tongue,,basal cell of epidermis,Acbd5,-1.1685537099838257,3.903435936081223e-05,1.736510057526175e-05,6.276804197113961e-05,7.950780042352583e-06
119312,13621,facs,3m,24m,male,Brain_Myeloid,Striatum,microglial cell,Gltp,1.1685224771499634,0.00012891675578430295,0.0002897808444686234,0.0005855821655131876,1.2208655168279871e-08
2477,7294,facs,3m,18m,male,Bladder,,,Lmo4,1.1685163974761963,7.362764881690964e-05,0.00016550053260289133,0.00023843056987971067,8.574740480479778e-11
81379,2339,droplet,3m,21m,female,Marrow,,granulocytopoietic cell,Pcmtd1,-1.168511986732483,6.868366472190246e-05,3.055598426726647e-05,0.00012557533045765013,8.038628122108003e-07
7626,2036,facs,18m,24m,male,Tongue,,,Litaf,1.168503999710083,7.034152076812461e-05,0.00015811259800102562,0.00023033840989228338,1.1607051117958868e-09
2478,7295,facs,3m,18m,male,Bladder,,,Slc38a10,-1.1684876680374146,7.465388625860214e-05,3.321257827337831e-05,9.508593939244747e-05,7.94268328112412e-12
35456,9838,facs,3m,24m,male,MAT,,,Pid1,-1.1684856414794922,0.00021511105296667665,9.570034308126196e-05,0.000341652863426134,3.771998150265235e-09
27045,12406,facs,3m,18m,male,Lung,,,Vps72,1.1684811115264893,4.61176095996052e-05,0.00010366082278778777,0.00021826548618264496,2.490277379009722e-06
